preset_number,name,chord,chord_notes
43,Synthwave,G#: G#M7,D#4 C4 G3 G#2
43,Synthwave,A: Fsus2/A,F4 C4 G3 A2
43,Synthwave,A#: A#6,F4 D4 G3 A#2
43,Synthwave,B: Fm7/B,F4 D#4 G#3 B2
44,Synthwave,C: Cm7,A#4 G4 D#4 C3
44,Synthwave,C#: C#sus2/F,G#4 D#4 C#4 F3
44,Synthwave,D: Gm7,A#4 F4 D4 G3
44,Synthwave,D#: D#,A#4 D#4 G3 D#3
44,Synthwave,E: Csus2/E,G4 D4 C4 E3
44,Synthwave,F: Fm,G#4 F4 C4 F3
44,Synthwave,F#: D#dim7,A4 D#4 C4 F#3
44,Synthwave,G: G#sus2/G,A#4 D#4 G#3 G3
44,Synthwave,G#: Cm7,A#4 D#4 C4 C3
44,Synthwave,A: F7,A4 D#4 C4 F3
44,Synthwave,A#: Fm7,G#4 D#4 C4 F3
44,Synthwave,B: G5,G4 D4 D3 G3
45,Synthwave,C: Ab,Ab3 Eb3 C3
45,Synthwave,C#: Fm,Ab3 F3 C3
45,Synthwave,D: Gm,Bb3 G3 D3
45,Synthwave,D#: Ab,C4 Ab3 Eb3
45,Synthwave,E: Fm,C4 Ab3 F3
45,Synthwave,F: Bb,D3 Bb3 F3
45,Synthwave,F#: Gm,D4 Bb3 G3
45,Synthwave,G: Cm,Eb4 C4 G3
45,Synthwave,G#: Ab,Eb4 C4 Ab3
45,Synthwave,A: Fm,F4 C4 Ab3
45,Synthwave,A#: Bb,F4 D4 Bb3
45,Synthwave,B: Cm,G4 Eb4 C4
46,Synthwave,C: C,E3 G2 C2
46,Synthwave,C#: D,F#3 A2 D2
46,Synthwave,D: Em,G3 B2 E2
46,Synthwave,D#: D,A3 D3 F#2
46,Synthwave,E: G,B3 D3 G2
46,Synthwave,F: Am,C4 E3 A2
46,Synthwave,F#: Bm,D4 F#3 B2
46,Synthwave,G: C,E4 G3 C3
46,Synthwave,G#: D,F#4 A3 D3
46,Synthwave,A: Em,G4 B3 E3
46,Synthwave,A#: D,A4 D4 F#3
46,Synthwave,B: G,B4 D4 G3
47,Synthwave/House,C: Cm7,A#3 G3 D#3 C3
47,Synthwave/House,C#: D#M7,D4 A#3 G3 D#3
47,Synthwave/House,D: Dm7,C4 A3 F3 D3
47,Synthwave/House,D#: Fm7,D#4 C4 G#3 F3
47,Synthwave/House,E: D#M7,D4 A#3 G3 D#3
47,Synthwave/House,F: Gm7,F4 D4 A#3 G3
47,Synthwave/House,F#: Fm7,D#4 C4 G#3 F3
47,Synthwave/House,G: G#M7,G4 D#4 C4 G#3
47,Synthwave/House,G#: Gm7,F4 D4 A#3 G3
47,Synthwave/House,A: A#7,G#4 F4 D4 A#3
47,Synthwave/House,A#: G#M7,G4 D#4 C4 G#3
47,Synthwave/House,B: C#/C,G#4 F4 C#4 C4
48,Trance,C: Cm,Eb4 G3 C3 C2
48,Trance,C#: Ab/C,Eb4 Ab3 C3 C2
48,Trance,D: Bb/D,F4 Bb3 F3 D2
48,Trance,D#: Eb,G4 Bb3 Bb2 Eb2
48,Trance,E: C/E,G4 C4 G3 E2
48,Trance,F: Fm,Ab4 C4 F3 F2
48,Trance,F#: F,A4 C4 F3 F2
48,Trance,G: Gm,Bb4 D4 G3 G2
48,Trance,G#: Ab,C4 Eb3 Ab2 Ab1
48,Trance,A: F7/A,C4 F3 Eb3 A1
48,Trance,A#: Bb,D4 F3 Bb2 Bb1
48,Trance,B: G7/B,D4 G3 F3 B1
49,House,C: Cm7,Eb4 Bb3 G3 C3
49,House,C#: C#m7,E4 B3 G#3 C#3
49,House,D: Dm7,F4 C4 A3 D3
49,House,D#: EbM7,G4 D4 Bb3 Eb3
49,House,E: Gm/E,G4 D4 Bb3 E3
49,House,F: Eb/F,G4 Eb4 Bb3 F3
49,House,F#: D7/F#,C4 A3 D3 F#2
49,House,G: Gm7,Bb3 F3 D3 G2
49,House,G#: AbM7,C4 G3 Eb3 Ab2
49,House,A: Ab/Bb,Eb4 C4 Ab3 Bb2
49,House,A#: BbM7,D4 A3 F3 Bb2
49,House,B: Bm7b5,D4 A3 F3 B2
50,House,C: Cmaj7,E4 B3 G3 C3
50,House,C#: Dmaj7,F#4 C#4 A3 D3
50,House,D: Em7,G4 D4 B3 E3
50,House,D#: Fmaj9,G4 E4 C4 F3
50,House,E: Gmaj9,A4 F#4 D4 G3
50,House,F: Eadd9/G#,B4 F#4 E4 G#3
50,House,F#: Am7,C5 G4 E4 A3
50,House,G: Bm7,D5 A4 F#4 B3
50,House,G#: Cmaj9,D5 B4 G4 C4
50,House,A: Dm7/9,E5 C5 F4 D4
50,House,A#: Em7,G5 D5 B4 E4
50,House,B: Fmaj7,A5 E5 C5 F4
51,House,C: Cm7,A#3 G3 D#3 C3
51,House,C#: G#/C#,C4 G#3 D#3 C#3
51,House,D: Dm7,C4 A3 F3 D3
51,House,D#: A#/D#,D4 A#3 F3 D#3
51,House,E: Em7,D4 B3 G3 E3
51,House,F: C/F,E4 C4 G3 F3
51,House,F#: F#m7,E4 C#4 A3 F#3
51,House,G: D/G,F#4 D4 A3 G3
51,House,G#: G#m7,F#4 D#4 B3 G#3
51,House,A: E/A,G#4 E4 B3 A3
51,House,A#: A#m7,G#4 F4 C#4 A#3
51,House,B: F#/B,A#4 F#4 C#4 B3
52,House,C: Cm7,A#4 D#4 G3 C3
52,House,C#: G#M7,G4 C4 D#3 G#2
52,House,D: Dm7,C5 F4 A3 D3
52,House,D#: A#M7,A4 D4 F3 A#2
52,House,E: Em7,D5 G4 B3 E3
52,House,F: CM7,B4 E4 G3 C3
52,House,F#: F#m7,E5 A4 C#4 F#3
52,House,G: DM7,C#5 F#4 A3 D3
52,House,G#: G#m7,F#5 B4 D#4 G#3
52,House,A: EM7,D#5 G#4 B3 E3
52,House,A#: A#m7,G#5 C#5 F4 A#3
52,House,B: F#M7,F5 A#4 C#4 F#3
53,House,C: Cm7/11,F4 A#3 D#3 C3
53,House,C#: Cdim7,F#4 A3 D#3 C3
53,House,D: C#M7/b5,G4 C4 F3 C#3
53,House,D#: Ddim7,G#4 B3 F3 D3
53,House,E: Cm,G4 C4 G3 D#3
53,House,F: C#M7,F4 C4 F3 C#3
53,House,F#: CM7,E4 B3 G3 C3
53,House,G: Em7,G4 D4 B3 E3
53,House,G#: FM7,A4 E4 C4 F3
53,House,A: Fm6,G#4 D4 C4 F3
53,House,A#: Csus2/E,G4 D4 C4 E3
53,House,B: Fm,F4 C4 G#3 F3
54,House,C: CM7,B3 G3 E3 C3
54,House,C#: Em7,D4 B3 G3 E3
54,House,D: Dm7,C4 A3 F3 D3
54,House,D#: FM7,E4 C4 A3 F3
54,House,E: D#M7,D4 A#3 G3 D#3
54,House,F: Gm7,F4 D4 A#3 G3
54,House,F#: FM7,E4 C4 A3 F3
54,House,G: Am7,G4 E4 C4 A3
54,House,G#: Gm7,F4 D4 A#3 G3
54,House,A: A#M7,A4 F4 D4 A#3
54,House,A#: Am7,G4 E4 C4 A3
54,House,B: Bm7,A4 F#4 D4 B3
55,Jazz House,C: CM13,B4 A4 E4 C4
55,Jazz House,C#: CM7#5,B4 G#4 E4 C4
55,Jazz House,D: Dm7b5,C5 Ab4 F4 D4
55,Jazz House,D#: G7,B4 G4 F4 D4
55,Jazz House,E: Cadd9/E,D5 C5 G4 E4
55,Jazz House,F: Fadd9,C5 A4 G4 F4
55,Jazz House,F#: FmAdd9,C5 Ab4 G4 F4
55,Jazz House,G: G9,F5 B4 A4 G4
55,Jazz House,G#: E7/G#,E5 D5 B4 G#4
55,Jazz House,A: Am9/11,B5 D5 C5 A4
55,Jazz House,A#: Gm11/Bb,G5 D5 C5 Bb4
55,Jazz House,B: CM7#5/G#,E5 C5 B4 G#4
56,Jazz House,C: Cm7,Eb5 Bb4 C4 G3
56,Jazz House,C#: Db6,F5 Bb4 Db4 Ab3
56,Jazz House,D: Dm7,F5 C5 D4 A3
56,Jazz House,D#: Dm7b5,F5 C5 D4 Ab3
56,Jazz House,E: EbM7,G5 D5 Eb4 Bb3
56,Jazz House,F: Fm7,Ab5 Eb5 F4 C4
56,Jazz House,F#: Gb6,Bb5 Eb5 Gb4 Db4
56,Jazz House,G: Gm7,Bb5 F5 G4 D4
56,Jazz House,G#: Ab6,C6 F5 Ab4 Eb4
56,Jazz House,A: AbM7,C6 G5 Ab4 Eb4
56,Jazz House,A#: Am7,C6 G5 A4 E4
56,Jazz House,B: BbM7,D6 A5 Bb4 F4
57,House/Techno,C: C5b9,C4 G3 C#3 C3
57,House/Techno,C#: DbM7,C4 G#3 F3 C#3
57,House/Techno,D: Dm7,C4 A3 F3 D3
57,House/Techno,D#: Ebsus11,C#4 A#3 G#3 D#3
57,House/Techno,E: EM7#11,D#4 A#3 G#3 E3
57,House/Techno,F: Fm9,C4 G#3 G3 F3
57,House/Techno,F#: GbM7#11,F4 C3 A#3 F#3
57,House/Techno,G: Gm7,F4 D3 A#3 G3
57,House/Techno,G#: AbM7#11,G4 D4 C4 G#3
57,House/Techno,A: A7alt,G4 C#4 C4 A3
57,House/Techno,A#: Bb5add9/b13,F4 C4 F#3 A#2
57,House/Techno,B: C7sus4,A#3 G3 F3 C3
58,Techno,C: Cm7,G4 D#4 A#3 C3
58,Techno,C#: A#m/C#,F4 C#4 A#3 C#3
58,Techno,D: A#/D,F4 D4 A#3 D3
58,Techno,D#: D#,G4 D#4 A#3 D#3
58,Techno,E: C/E,G4 E4 C4 E2
58,Techno,F: Cm/F,G4 D#4 C4 F2
58,Techno,F#: D/F#,A4 F#4 D4 F#2
58,Techno,G: G,G4 D4 B3 G2
58,Techno,G#: G#M7,G4 D#4 C4 G#2
58,Techno,A: Csus4/A,G4 F4 C4 A2
58,Techno,A#: D#/A#,G4 D#4 A#3 A#2
58,Techno,B: G/B,G4 D4 B3 B2
59,EDM,C: CM9,B3 A3 D3 C3
59,EDM,C#: C6,F#3 B3 E3 D#3
59,EDM,D: Dm9,C#4 B3 E3 D3
59,EDM,D#: Dm6,G#4 C#4 F#3 F3
59,EDM,E: EM9,D#4 C#4 F#3 E3
59,EDM,F: FM9,E4 D4 G3 F3
59,EDM,F#: F6,B4 E4 A3 G#3
59,EDM,G: GM9,F#4 E4 A3 G3
59,EDM,G#: G6,C#4 F#4 B3 A#3
59,EDM,A: Am9,G#5 F#4 B3 A3
59,EDM,A#: Am6,D#5 G#4 C#4 C4
59,EDM,B: Bm9,A#5 G#4 C#4 B3
60,EDM,C: CM13(no 3),B3 A3 D3 C3
60,EDM,C#: EM9(no 3),F#4 B3 E3 D#3
60,EDM,D: DM13(no 3),C#4 B3 E3 D3
60,EDM,D#: F#M9(no 3),G#4 C#4 F#3 F3
60,EDM,E: EM13(no 3),D#4 C#4 F#3 E3
60,EDM,F: FM13(no3),E4 D4 G3 F3
60,EDM,F#: AM9(no3),B4 E4 A3 G#3
60,EDM,G: GM13(no3),F#4 E4 A3 G3
60,EDM,G#: BM9(no3),C#5 F#4 B3 A#3
60,EDM,A: AM13(no3),G#4 F#4 B3 A3
60,EDM,A#: C#M9(no 3),D#5 G#4 C#4 C4
60,EDM,B: BM13(no3),A#4 G#4 C#4 B3
61,EDM,C: Csus9/13,A4 D4 G3 C3
61,EDM,C#: C6,E5 A4 G3 C3
61,EDM,D: Dsus9/13,B4 E4 A3 D3
61,EDM,D#: D6,F#5 B4 A3 D3
61,EDM,E: Esus9/13,C#5 F#4 B3 E3
61,EDM,F: Fsus9/13,D5 G4 C4 F3
61,EDM,F#: F6,A4 D5 C4 F3
61,EDM,G: Gsus9/13,E5 A4 D4 G3
61,EDM,G#: G6,B4 E4 D4 G3
61,EDM,A: Asus9/13,F#5 B4 E4 A3
61,EDM,A#: A6,C#5 F#4 E4 A3
61,EDM,B: Bsus9/13,G#5 C#5 F#4 B3
62,EDM,C: CM13,E4 B3 A3 C3
62,EDM,C#: C#sus9,D#4 A#3 F#3 C#3
62,EDM,D: DM13,F#4 C#4 B3 D3
62,EDM,D#: D#sus9,F4 A#3 G#3 D#3
62,EDM,E: EM13,G#4 D#4 C#4 E3
62,EDM,F: FM13,A4 E4 D4 F3
62,EDM,F#: F#sus9,G#4 C#4 B3 F#3
62,EDM,G: GMaj13,B4 F#4 E4 G3
62,EDM,G#: Absus9,A#4 D#4 C#4 G#3
62,EDM,A: AM13,C#5 G#4 F#4 A3
62,EDM,A#: Bbsus9,C5 F4 D#4 A#3
62,EDM,B: BM13,D#5 A#4 G#4 B3
63,EDM,C: CM7,E4 B3 C3 G2
63,EDM,C#: Dbm7,E4 B3 C#3 G#2
63,EDM,D: Dm7,F4 C4 D3 A2
63,EDM,D#: Eb6,G4 C4 D#3 A#2
63,EDM,E: Em7,G4 D4 E3 B2
63,EDM,F: FM7,A4 E4 F3 C3
63,EDM,F#: Gbm7,A4 E4 F#3 C#3
63,EDM,G: GM7,B4 F#4 G3 D3
63,EDM,G#: Abm7,B4 F#4 G#3 D#3
63,EDM,A: Am7,C5 G4 A3 E3
63,EDM,A#: Bb6,D5 G4 B3 F3
63,EDM,B: Bm7,D5 A4 B3 F#3
64,EDM,C: C6,E4 A3 G3 C3
64,EDM,C#: AM7,E4 A3 G#3 C#3
64,EDM,D: D6,F#4 B3 A3 D3
64,EDM,D#: BM7,F#4 B3 A#3 D#3
64,EDM,E: E6,G#4 C#4 B3 E3
64,EDM,F: F6,A4 D4 C4 F3
64,EDM,F#: DM7,A4 D4 C#4 F#3
64,EDM,G: G6,B4 E4 D4 G3
64,EDM,G#: EM7,B4 E4 D#4 G#3
64,EDM,A: A6,C#5 F#4 E4 A3
64,EDM,A#: GbM7,C#5 F#4 F4 A#3
64,EDM,B: B6,D#5 G#4 F#4 B3
65,Gospel/R&B,C: G/C,G4 D4 B3 C3
65,Gospel/R&B,C#: C#dim7,G4 E4 A#3 C#3
65,Gospel/R&B,D: Dm7b5,F4 C4 Ab3 D3
65,Gospel/R&B,D#: D#dim7,F#4 C4 A3 D#3
65,Gospel/R&B,E: Em7,G4 D4 B3 E3
65,Gospel/R&B,F: Fm11,Eb4 Bb3 Ab3 F2
65,Gospel/R&B,F#: F#dim7,D#4 A3 C3 F#2
65,Gospel/R&B,G: Gm7b13,Eb4 Bb3 F3 G2
65,Gospel/R&B,G#: G#M9,G4 C4 A#3 G#2
65,Gospel/R&B,A: Am7/b13,F4 C3 G3 A2
65,Gospel/R&B,A#: A#m7 add 13,G4 C#4 G#3 A#2
65,Gospel/R&B,B: Bm7/b13,G4 D3 A3 B2
66,Gospel/R&B,C: Cm7/b13,F4 Bb3 Ab3 C3
66,Gospel/R&B,C#: C#M13,F4 C4 A#3 C#3
66,Gospel/R&B,D: Dm7/b13,F4 C4 Bb3 D3
66,Gospel/R&B,D#: D#m11,F#4 C#4 G#3 D#3
66,Gospel/R&B,E: D/E,F#4 D4 A3 E3
66,Gospel/R&B,F: G#m/F,G#4 D#4 B3 F3
66,Gospel/R&B,F#: F#6,A#4 D#4 C#4 F#3
66,Gospel/R&B,G: A#m/G,A#4 F4 C#4 G3
66,Gospel/R&B,G#: G#m11,B4 F#4 C#4 G#3
66,Gospel/R&B,A: AM9,B4 E4 C#4 A3
66,Gospel/R&B,A#: A#7/b13,G#4 F#4 D4 A#3
66,Gospel/R&B,B: F#/B,A#4 F#4 C#4 B3
67,Gospel/R&B,C: D,D4 A3 F#3 D2
67,Gospel/R&B,C#: C/D,C4 G3 E3 D2
67,Gospel/R&B,D: D/E,D4 A3 F#3 E2
67,Gospel/R&B,D#: Dm/F,D4 A3 F3 F2
67,Gospel/R&B,E: Dsus2/F#,D4 A3 E3 F#2
67,Gospel/R&B,F: Gadd9,D4 B3 A3 G2
67,Gospel/R&B,F#: E/G#,E4 B3 G#3 G#2
67,Gospel/R&B,G: A,E4 C#4 A3 A1
67,Gospel/R&B,G#: A#dim7,C#4 G3 E3 A#1
67,Gospel/R&B,A: Bm7,D4 A3 F#3 B1
67,Gospel/R&B,A#: D/C,D4 A3 F#3 C2
67,Gospel/R&B,B: C#dim,C#4 G3 E3 C#2
68,Lofi R&B,C: Cmadd9,D#4 D4 G3 C3
68,Lofi R&B,C#: Abadd9/C,D#4 A#3 G#3 C3
68,Lofi R&B,D: Bb7/D,F4 A#3 G#3 D3
68,Lofi R&B,D#: EbM9,D4 G3 F3 D#3
68,Lofi R&B,E: Eb7/b9,C#4 G3 E3 D#3
68,Lofi R&B,F: Fm9,D#4 G#3 G3 F3
68,Lofi R&B,F#: GbM6/9,D#4 A#3 G#3 F#3
68,Lofi R&B,G: Gm7,F4 D4 A#3 G3
68,Lofi R&B,G#: Eb/Ab,G4 D#4 A#3 G#3
68,Lofi R&B,A: Fsus4/A,F4 C4 A#3 A3
68,Lofi R&B,A#: Bbsus,F4 D#4 D4 A#3
68,Lofi R&B,B: Bbsus4/b9,A#4 D#4 B3 A#3
69,Lofi R&B,C: Ab7/C,G#3 F#3 D#3 C3
69,Lofi R&B,C#: C#m11,B3 F#3 E3 C#3
69,Lofi R&B,D: DM9,C#4 F#3 E3 D3
69,Lofi R&B,D#: Bsus4/Eb,B3 F#3 E3 D#3
69,Lofi R&B,E: EM add2,B3 G#3 F#3 E3
69,Lofi R&B,F: DM7#11,C#4 G#3 F#3 D3
69,Lofi R&B,F#: F#m11,E3 B2 A2 F#2
69,Lofi R&B,G: G6,E3 B2 A2 G2
69,Lofi R&B,G#: Abm7,F#3 D#3 B2 G#2
69,Lofi R&B,A: AM7add6,G#3 F#3 C#3 A2
69,Lofi R&B,A#: F#add9/A#,G#3 F#3 C#3 A#2
69,Lofi R&B,B: BM add4,F#3 E3 D#3 B2
70,Funk,C: C9,D4 Bb3 E3 C2
70,Funk,C#: C/D,E4 C4 G3 D2
70,Funk,D: D7b9,Eb4 C4 F#3 D2
70,Funk,D#: EbM7,D4 Bb3 G3 Eb2
70,Funk,E: Em7b13,D4 C4 G3 E2
70,Funk,F: Eb/F,Eb4 Bb3 G3 F2
70,Funk,F#: F#13,Eb4 Bb3 E3 F#2
70,Funk,G: G7,D4 B3 F3 G2
70,Funk,G#: Abm6 add b13,E4 B3 F3 Ab2
70,Funk,A: Am7,E4 C4 G3 A2
70,Funk,A#: Bm7,F#4 D4 A3 B2
70,Funk,B: B7,F#4 D#4 A3 B2
71,Funk,C: C7alt,Eb4 Ab3 E3 C3
71,Funk,C#: DbM7,F4 C4 Ab3 Db3
71,Funk,D: D7alt,F4 C4 F#3 D3
71,Funk,D#: Eb7,G4 Db4 Bb3 Eb3
71,Funk,E: C7/E,G4 C4 Bb3 E3
71,Funk,F: F7alt,Ab4 Eb4 A3 F3
71,Funk,F#: F11sus2,G4 Eb4 Bb3 F3
71,Funk,G: Gm7b5,F4 Db4 Bb3 G3
71,Funk,G#: Ab9,Bb4 Gb4 C4 Ab3
71,Funk,A: Bb9sus,Ab4 Eb4 C4 Bb3
71,Funk,A#: Bb7add9,Ab4 D4 C4 Bb3
71,Funk,B: C11sus2,D4 Bb3 F3 C3
72,Neo Soul,C: Cm9,D4 A#3 D#3 C3
72,Neo Soul,C#: AbM7,C4 G#3 G3 D#3
72,Neo Soul,D: Dm7,C4 A3 F3 D3
72,Neo Soul,D#: EbDimM7,D4 A3 F#3 D#3
72,Neo Soul,E: EbM7,D4 A#3 G3 D#3
72,Neo Soul,F: Fm7,D#4 C4 G#3 F3
72,Neo Soul,F#: CM7#5,E4 C4 G#3 G3
72,Neo Soul,G: Gm7,F4 D4 A#3 G3
72,Neo Soul,G#: G7#5,F4 D#4 B3 G3
72,Neo Soul,A: AbM7,G4 D#4 C4 G#3
72,Neo Soul,A#: Fm7b5/B,G#4 F4 D#4 B3
72,Neo Soul,B: Bb13/D,G4 A#3 G#3 D3
73,Neo Soul,C: Cm7,Bb4 G4 Eb4 C4
73,Neo Soul,C#: C#dim7,A#4 G4 E4 C#4
73,Neo Soul,D: Fm7,Ab4 F4 Eb4 C4
73,Neo Soul,D#: Fm7/b5,Ab4 F4 Eb4 B3
73,Neo Soul,E: EbM7,Bb4 G4 Eb4 D4
73,Neo Soul,F: Cm7/Eb,C5 Bb4 G4 Eb4
73,Neo Soul,F#: Edim,Db5 Bb4 G4 E4
73,Neo Soul,G: AbM7,C5 Ab4 G4 Eb4
73,Neo Soul,G#: Fm7,Eb5 C5 Ab4 F4
73,Neo Soul,A: AbM13,F5 C5 Ab4 G4
73,Neo Soul,A#: Bb13,G5 D5 Bb4 Ab4
73,Neo Soul,B: Bb6,G5 F5 D5 Bb4
74,Neo Soul,C: Em7/D,B3 G3 E3 D3
74,Neo Soul,C#: Gm7b5/C#,A#3 G3 F3 C#3
74,Neo Soul,D: FM7/E,C4 A3 F3 E3
74,Neo Soul,D#: DMb7/D#,D4 A3 F#3 D#3
74,Neo Soul,E: GM7/F#,D4 B3 G3 F#3
74,Neo Soul,F: Edim7,C#4 A#3 G3 E3
74,Neo Soul,F#: Cadd13/E,C4 A3 G3 E3
74,Neo Soul,G: E,E4 B3 G#3 E3
74,Neo Soul,G#: Gaddb9/G#,G4 D4 B3 G#3
74,Neo Soul,A: Am9,G4 C4 B3 A3
74,Neo Soul,A#: Dm7,F4 C4 F3 D3
74,Neo Soul,B: Emb9/F,E4 B3 G3 F3
75,Neo Soul,C: CM7,B4 E4 C4 G3
75,Neo Soul,C#: C#m7,B4 E4 C#4 G#3
75,Neo Soul,D: Dm7,C5 F4 D4 A3
75,Neo Soul,D#: EbM7,D5 G4 Eb4 Bb3
75,Neo Soul,E: Em7,D5 G4 E4 B3
75,Neo Soul,F: FM7,E5 A4 F4 C4
75,Neo Soul,F#: Gb7,E5 Bb4 Gb4 Db4
75,Neo Soul,G: GM7,F#5 B4 G4 D4
75,Neo Soul,G#: AbM7,G5 C5 Ab4 Eb4
75,Neo Soul,A: Am7,G5 C5 A4 E4
75,Neo Soul,A#: BbM7,A5 D5 Bb4 F4
75,Neo Soul,B: Bm7,A5 D5 B4 F#4
76,Neo-Soul,C: CM7sus2,B3 G3 D3 C3
76,Neo-Soul,C#: Gadd9/B,D4 A3 G3 B2
76,Neo-Soul,D: DM7sus2,C#4 A3 E3 D3
76,Neo-Soul,D#: E6sus4/C#,E4 B3 A3 C#3
76,Neo-Soul,E: EM7sus2,D#4 B3 F#3 E3
76,Neo-Soul,F: F#6sus4/D#,F#4 C#4 B3 D#3
76,Neo-Soul,F#: F#M7sus2,F4 C#4 G#3 F#3
76,Neo-Soul,G: G#6sus4/F,G#4 D#4 C#4 F3
76,Neo-Soul,G#: G#M7sus2,G4 D#4 A#3 G#3
76,Neo-Soul,A: A#6sus4/G,A#4 F4 D#4 G3
76,Neo-Soul,A#: A#M7sus2,A4 F4 C4 A#3
76,Neo-Soul,B: Fadd9/A,C5 G4 F4 A3
77,Neo-Soul,C: CM7,E4 B3 G3 C3
77,Neo-Soul,C#: C#m7,E4 B3 G#3 C#3
77,Neo-Soul,D: DM7,F#4 C#4 A3 D3
77,Neo-Soul,D#: D#m7,F#4 C#4 A#3 D#3
77,Neo-Soul,E: EM7,G#4 D#4 B3 E3
77,Neo-Soul,F: Fm7,G#4 D#4 C4 F3
77,Neo-Soul,F#: F#M7,A#4 F4 C#4 F#3
77,Neo-Soul,G: Gm7,A#4 F4 D4 G3
77,Neo-Soul,G#: AbM7,C5 G4 D#4 G#3
77,Neo-Soul,A: Am7,C5 G4 E4 A3
77,Neo-Soul,A#: BbM7,D5 A4 F4 A#3
77,Neo-Soul,B: Bm7,D5 A4 F#4 B3
78,Neo-Soul,C: C11sus,Bb4 F4 D4 C4
78,Neo-Soul,C#: A7/C#,A4 E4 G3 C#3
78,Neo-Soul,D: Dm7,F4 C4 A3 D3
78,Neo-Soul,D#: EbM7,D4 Bb3 G3 Eb3
78,Neo-Soul,E: C7/E,C4 Bb3 G3 E3
78,Neo-Soul,F: F6,D4 C4 A3 F3
78,Neo-Soul,F#: D7/F#,D4 C4 A3 F#3
78,Neo-Soul,G: Gdim7,E4 Db4 Bb3 G3
78,Neo-Soul,G#: E7/G#,E4 D4 B3 G#3
78,Neo-Soul,A: F6/A,F4 D4 C4 A3
78,Neo-Soul,A#: Bb6,G4 F4 D4 Bb3
78,Neo-Soul,B: Bm7b5,A4 F4 D4 B3
79,Neo-Soul,C: Ab/C,Ab3 Eb3 C3
79,Neo-Soul,C#: Db,Ab3 F3 Db3
79,Neo-Soul,D: Bb/D,Bb3 F3 D3
79,Neo-Soul,D#: Ebm,Bb3 Gb3 Eb3
79,Neo-Soul,E: C/E,C4 G3 E3
79,Neo-Soul,F: Db/F,Db4 Ab3 F3
79,Neo-Soul,F#: Gb,Db4 Bb3 Gb3
79,Neo-Soul,G: Eb/G,Eb4 Bb3 G3
79,Neo-Soul,G#: Db/Ab,F4 Db4 Ab3
79,Neo-Soul,A: F7/A,F4 Eb4 A3
79,Neo-Soul,A#: Ebm/Bb,Gb4 Eb4 Bb3
79,Neo-Soul,B: B,F#4 D#4 B3
80,Neo-Soul,C: Cm7b5,D#4 A#3 F#3 C3
80,Neo-Soul,C#: Db7sus,F#4 D#4 B3 C#3
80,Neo-Soul,D: Bbadd2/D,F4 C4 A#3 D3
80,Neo-Soul,D#: Ebm7,F#4 C#4 A#3 D#3
80,Neo-Soul,E: EM7,G#4 D#4 B3 E3
80,Neo-Soul,F: Fmb6,G#4 C#4 C4 F3
80,Neo-Soul,F#: GbM9,F4 C#4 G#3 F#3
80,Neo-Soul,G: Ebadd9/G,F4 D#4 A#3 G3
80,Neo-Soul,G#: Ab7sus,F#4 C#4 A#3 G#3
80,Neo-Soul,A: AdimM7,G#4 D#4 C4 A3
80,Neo-Soul,A#: Bbm9,G#4 C#4 C4 A#3
80,Neo-Soul,B: Gb/B,A#4 F#4 C#4 B3
81,Neo-Soul,C: C7alt,Eb3 Ab3 E3 C3
81,Neo-Soul,C#: DbM7add6,C4 Bb3 F3 Db3
81,Neo-Soul,D: Bb7/D,Bb3 Ab3 F3 D3
81,Neo-Soul,D#: Db/Eb,Ab3 F3 Db3 Eb2
81,Neo-Soul,E: Edim7,G3 Db3 Bb2 E2
81,Neo-Soul,F: Fm9,G3 Eb3 Ab2 F2
81,Neo-Soul,F#: Gb6/9,Ab3 Eb3 Bb2 Gb2
81,Neo-Soul,G: Gm7b5,C4 F3 Db3 G2
81,Neo-Soul,G#: Eb/Ab,Bb3 G3 Eb3 Ab2
81,Neo-Soul,A: F7/A,C4 F3 Eb3 A2
81,Neo-Soul,A#: Bbm9,C4 F3 Db3 Bb2
81,Neo-Soul,B: BM7#11,Bb3 F3 Eb3 B2
82,Jazz/Bossa,C: Gm7,D4 Bb3 F3 G2
82,Jazz/Bossa,C#: Bb/Ab,D4 Bb3 F3 Ab2
82,Jazz/Bossa,D: Am7,E4 C4 G3 A2
82,Jazz/Bossa,D#: C/Bb,E4 C4 G3 Bb2
82,Jazz/Bossa,E: Bm7,F#4 D4 A3 B2
82,Jazz/Bossa,F: D/C,F#4 D4 A3 C3
82,Jazz/Bossa,F#: C#m7,G#4 E4 B3 C#3
82,Jazz/Bossa,G: E/D,G#4 E4 B3 D3
82,Jazz/Bossa,G#: D#m7,A#4 F#4 C#4 D#3
82,Jazz/Bossa,A: F#/E,A#4 F#4 C#4 E3
82,Jazz/Bossa,A#: Fm7,C5 Ab4 Eb4 F3
82,Jazz/Bossa,B: Ab/Gb,C5 Ab4 Eb4 Gb3
83,Bossa Nova,C: CM9,D5 B4 E4 C4
83,Bossa Nova,C#: C#dim,E5 A#4 G4 C#4
83,Bossa Nova,D: Dm7,F5 C5 A4 D4
83,Bossa Nova,D#: D#dim,B5 F#5 C5 D#4
83,Bossa Nova,E: CM9/E,G5 D5 C5 E4
83,Bossa Nova,F: FM9,G5 E5 A4 F4
83,Bossa Nova,F#: F#dim,A5 D#5 C5 F#4
